id,est_p_age_le_18,est_p_age_19_29,est_p_age_30_39,est_p_age_ge_40,est_p_gender_male,est_p_gender_female,est_p_is_org,est_p_is_non_org
1085370853322354700,0.5909,0.1273,0.0597,0.2222,0.5163,0.4837,0.5787,0.4213
33825288,0.0055,0.0037,0.1155,0.8753,0.145,0.855,0.8949,0.1051
1287634816800895e3,0.0059,0.0103,0.2318,0.752,0.9914,0.0086,0.1798,0.8202
1038114450467971100,0.0643,0.1555,0.4434,0.3368,0.96,0.04,0.1257,0.8743
4812948201,0.0022,0.0055,0.2519,0.7404,0.9967,0.0033,0.4815,0.5185
3304408419,0.0555,0.0185,0.5436,0.3825,0.892,0.108,0.4885,0.5115
1251408998,0.0594,0.0122,0.2213,0.7071,0.9413,0.0587,0.6461,0.3539
1074338534423703600,0.3476,0.0851,0.2854,0.282,0.9058,0.0942,0.5156,0.4844
1023145445407813600,0.1291,0.1243,0.3823,0.3643,0.9025,0.0975,0.0415,0.9585
926732160568045600,0.1502,0.048,0.2977,0.5041,0.6635,0.3365,0.9695,0.0305
1041059174665408500,0.4708,0.1284,0.2454,0.1555,0.1379,0.8621,0.4494,0.5506
1232023561398837200,0.0174,0.0158,0.2574,0.7094,0.9589,0.0411,0.188,0.812
1274797789982199800,0.1424,0.1594,0.2867,0.4116,0.9524,0.0476,0.3613,0.6387
1375014918,0.0261,0.0307,0.2037,0.7395,0.3213,0.6787,0.8154,0.1846
1268252642368725e3,0.0242,0.0662,0.5214,0.3882,0.9932,0.0068,0.1671,0.8329
1293601818560397300,0.0441,0.0515,0.3608,0.5436,0.9886,0.0114,0.3286,0.6714
4218795221,0.0785,0.0812,0.1974,0.6429,0.8396,0.1604,0.0933,0.9067
951085789148057600,0.0381,0.015,0.307,0.6399,0.8584,0.1416,0.955,0.045
1184561796633546800,0.2729,0.0855,0.2846,0.357,0.9487,0.0513,0.649,0.351
36046468,0.0483,0.0138,0.1925,0.7454,0.6488,0.3512,0.7357,0.2643
1099385151287689200,0.0794,0.0961,0.2847,0.5398,0.5546,0.4454,0.2982,0.7018
29057551,0.2027,0.0762,0.2386,0.4825,0.9111,0.0889,0.1931,0.8069
308927388,0.0474,0.1772,0.6383,0.1371,0.9818,0.0182,0.0343,0.9657
627674521,0.1545,0.1346,0.2009,0.51,0.9689,0.0311,0.4184,0.5816
722569311894814700,0.1058,0.0241,0.1687,0.7013,0.9407,0.0593,0.8118,0.1882
187839379,0.0689,0.0913,0.4588,0.381,0.2443,0.7557,0.1247,0.8753
1072093618066874400,0.0929,0.0195,0.5338,0.3538,0.6883,0.3117,0.899,0.101
986188608028708900,0.3551,0.017,0.1407,0.4873,0.9001,0.0999,0.8515,0.1485
175020737,0.1646,0.1624,0.455,0.218,0.5691,0.4309,0.1092,0.8908
1102691607986479100,0.0184,0.0237,0.2548,0.7032,0.9927,0.0073,0.2876,0.7124
2432546720,0.1082,0.1056,0.4829,0.3033,0.9564,0.0436,0.1599,0.8401
1302890314437398500,0.1173,0.0365,0.2168,0.6294,0.4625,0.5375,0.8028,0.1972
3695047395,0.7217,0.1979,0.0557,0.0247,0.7268,0.2732,0.4403,0.5597
1.0220213872114319e+18,0.1879,0.1021,0.4346,0.2754,0.0349,0.9651,0.2172,0.7828
1114137467760910300,0.0121,0.0179,0.3597,0.6104,0.985,0.015,0.1673,0.8327
500126629,0.0568,0.0337,0.4734,0.4361,0.9916,0.0084,0.2414,0.7586
1216488927504339e3,0.0312,0.087,0.4242,0.4576,0.8528,0.1472,0.4905,0.5095
1222410636501684200,0.5863,0.2066,0.1259,0.0812,0.7668,0.2332,0.2078,0.7922
2908509381,0.2439,0.2252,0.413,0.1179,0.1843,0.8157,0.1015,0.8985
1191690740243583e3,0.2352,0.0456,0.2602,0.4589,0.7161,0.2839,0.6284,0.3716
418498666,0.1425,0.0866,0.4432,0.3277,0.9844,0.0156,0.5656,0.4344
129230858,0.0605,0.097,0.2368,0.6058,0.9037,0.0963,0.678,0.322
33897928,0.0026,0.0032,0.1044,0.8898,0.9959,0.0041,0.1998,0.8002
3010086598,0.0168,0.0271,0.537,0.4192,0.0395,0.9605,0.1514,0.8486
795415762278162400,0.0169,0.0388,0.4725,0.4719,0.9985,0.0015,0.162,0.838
2976716193,0.1142,0.1435,0.3049,0.4374,0.8489,0.1511,0.2573,0.7427
1236239962112168e3,0.2341,0.1044,0.2051,0.4564,0.8647,0.1353,0.7949,0.2051
19898535,0.003,0.0266,0.566,0.4044,0.9804,0.0196,0.3737,0.6263
922025353324978200,9e-4,0.0034,0.3668,0.6288,0.9998,2e-4,0.0416,0.9584
1300490328210911200,0.2131,0.2485,0.4074,0.1309,0.9051,0.0949,0.1186,0.8814
750049941616222200,0.0217,0.0768,0.4968,0.4047,0.9919,0.0081,0.2383,0.7617
562950905,0.1663,0.2795,0.3653,0.1889,0.9717,0.0283,0.0609,0.9391
1015307867237306400,0.0052,0.0148,0.3547,0.6253,0.9945,0.0055,0.1677,0.8323
28065612,0.0032,0.0109,0.2994,0.6865,0.9824,0.0176,0.1477,0.8523
936341608852844500,0.0645,0.0561,0.3809,0.4985,0.7979,0.2021,0.2267,0.7733
4048973128,0.0424,0.0066,0.3807,0.5703,0.9636,0.0364,0.9001,0.0999
16525505,0.3398,0.2105,0.2991,0.1506,0.9104,0.0896,0.091,0.909
975705164664500200,0.0045,0.004,0.4506,0.5409,0.9983,0.0017,0.2677,0.7323
1180135386,0.0039,0.0093,0.0407,0.9461,0.9614,0.0386,0.0925,0.9075
1233666983276818400,0.0298,0.0573,0.3935,0.5194,0.986,0.014,0.2694,0.7306
507560444,0.0196,0.0204,0.3893,0.5706,0.9597,0.0403,0.7967,0.2033
601789325,0.011,0.0231,0.3254,0.6405,0.983,0.017,0.2462,0.7538
1446285990,0.0311,0.1777,0.6885,0.1027,3e-4,0.9997,9e-4,0.9991
12153797847395e5,0.0186,0.0444,0.3333,0.6036,0.9406,0.0594,0.2636,0.7364
732853124881338400,0.2197,0.1012,0.3936,0.2856,0.4696,0.5304,0.3096,0.6904
3152442425,0.0139,0.0414,0.5969,0.3479,0.9972,0.0028,0.1409,0.8591
742803271593668600,0.0857,0.1262,0.4315,0.3566,0.8831,0.1169,0.0977,0.9023
1467469182,0.5949,0.1627,0.1773,0.065,0.8915,0.1085,0.1109,0.8891
243558910,0.0058,0.0251,0.5296,0.4396,0.9854,0.0146,0.1568,0.8432
914758307298017300,0.1952,0.0317,0.2103,0.5627,0.774,0.226,0.9408,0.0592
1274268350454141e3,0.0977,0.0612,0.1062,0.735,0.7532,0.2468,0.5651,0.4349
37206064,0.0945,0.1313,0.3983,0.3758,0.9873,0.0127,0.1309,0.8691
94879728,0.0059,0.0098,0.3919,0.5924,0.9944,0.0056,0.1871,0.8129
469408267,9e-4,0.0187,0.427,0.5533,0.997,0.003,0.0938,0.9062
1043137140731924500,0.197,0.2715,0.2861,0.2454,0.8606,0.1394,0.1231,0.8769
759613015767613400,0.0808,0.0782,0.2439,0.5971,0.4281,0.5719,0.7716,0.2284
781214005855649800,0.0559,0.0242,0.6191,0.3009,0.9626,0.0374,0.6482,0.3518
73200776,0.0332,0.0701,0.5643,0.3324,0.7892,0.2108,0.0595,0.9405
114178805,0.0548,0.0788,0.4779,0.3886,0.0821,0.9179,0.2116,0.7884
743193305845010400,0.0168,0.0072,0.1777,0.7983,0.9923,0.0077,0.5153,0.4847
1251111725153292300,0.1046,0.1113,0.6185,0.1656,0.9901,0.0099,0.1464,0.8536
1043123916498190300,0.2055,0.3269,0.2103,0.2572,0.8922,0.10780000000000001,0.0468,0.9532
1448293670,0.0613,0.0269,0.2573,0.6545,0.0557,0.9443,0.2635,0.7365
1264736387301073e3,0.0159,0.0132,0.2534,0.7176,0.9896,0.0104,0.2446,0.7554
871316624,0.0371,0.0425,0.29,0.6304,0.1033,0.8967,0.139,0.861
28767878,0.3219,0.0864,0.3991,0.1926,0.1915,0.8085,0.2719,0.7281
562226144,0.0095,0.0318,0.3254,0.6334,0.0259,0.9741,0.1767,0.8233
938740994547376100,0.2124,0.0511,0.1522,0.5843,0.8483,0.1517,0.698,0.302
1156896335943151600,0.0018,0.007,0.4225,0.5687,0.9999,1e-4,0.0037,0.9963
338488046,0.015,0.045,0.6278,0.3122,0.9813,0.0187,0.2753,0.7247
1012779832403464200,0.3593,0.2488,0.175,0.217,0.716,0.284,0.3973,0.6027
379813918,0.0714,0.2895,0.3338,0.3052,0.053,0.947,0.0614,0.9386
2367320545,0.0229,0.0033,0.2847,0.689,0.4713,0.5287,0.7173,0.2827
1301927186463690800,0.0669,0.0565,0.4221,0.4544,0.9037,0.0963,0.3018,0.6982
390074809,0.0111,0.0347,0.3909,0.5633,0.9946,0.0054,0.4564,0.5436
536117662,0.0963,0.1494,0.2867,0.4677,0.6282,0.3718,0.4248,0.5752
4211800761,0.0085,0.002,0.1244,0.8651,0.9941,0.0059,0.7753,0.2247
115212794,0.0056,0.0255,0.4956,0.4733,0.9914,0.0086,0.0984,0.9016
1087780195749322800,0.1123,0.3251,0.1559,0.4067,0.7825,0.2175,0.1368,0.8632
1172907001015427e3,0.0188,0.0133,0.1663,0.8016,0.965,0.035,0.7059,0.2941
87388305,0.0688,0.0662,0.4751,0.3898,0.9813,0.0187,0.1848,0.8152
646373,0.0128,0.0063,0.0683,0.9126,0.829,0.171,0.1538,0.8462
347387243,0.0733,0.073,0.4049,0.4488,0.9881,0.0119,0.2406,0.7594
260657045,0.0214,0.0265,0.2135,0.7385,0.9709,0.0291,0.1428,0.8572
1008766052,0.0876,0.1145,0.514,0.284,0.961,0.039,0.2446,0.7554
1158478976,0.1015,0.2209,0.5258,0.1518,0.9635,0.0365,0.0786,0.9214
2959288582,0.4767,0.185,0.164,0.1743,0.6103,0.3897,0.2772,0.7228
3293665041,0.0439,0.0302,0.3216,0.6043,0.8134,0.1866,0.5827,0.4173
927212980718186500,0.1133,0.1423,0.3026,0.4418,0.8866,0.1134,0.4941,0.5059
1283702715743457300,0.0569,0.0314,0.2312,0.6805,0.2651,0.7349,0.3896,0.6104
14796795,0.8785,0.0092,0.0245,0.0878,0.8066,0.1934,0.932,0.068
1399200001,0.0143,0.0552,0.4277,0.5028,0.8159,0.1841,0.5725,0.4275
845255881755410400,0.2169,0.1435,0.3377,0.3019,0.9582,0.0418,0.2269,0.7731
2951091280,0.0036,0.0438,0.306,0.6467,0.993,0.007,0.2686,0.7314
1662443917,0.0048,0.0147,0.2261,0.7544,0.9701,0.0299,0.1157,0.8843
783401548080701400,0.3892,0.0773,0.1208,0.4127,0.5502,0.4498,0.8989,0.1011
3015026541,3e-4,8e-4,0.1234,0.8755,0.9996,4e-4,0.1982,0.8018
979298071774466e3,0.1966,0.2886,0.3453,0.1695,0.8823,0.1177,0.3561,0.6439
929020566132150300,0.0367,0.0835,0.5381,0.3417,0.9815,0.0185,0.072,0.928
66974430,0.0049,0.0102,0.3193,0.6656,0.9991,9e-4,0.3488,0.6512
137438634,0.0687,0.192,0.2188,0.5205,0.0427,0.9573,0.0208,0.9792
68843865,0.3638,0.3646,0.165,0.1066,0.2338,0.7662,0.4415,0.5585
252981217,0.1786,0.1144,0.3514,0.3556,0.2608,0.7392,0.3545,0.6455
359894498,0.0048,0.0078,0.1299,0.8575,0.0654,0.9346,0.1655,0.8345
3064584898,0.0616,0.0332,0.1969,0.7083,0.7636,0.2364,0.1984,0.8016
17412312,0.0068,0.0267,0.5715,0.395,0.9888,0.0112,0.1027,0.8973
4061690541,0.0015,0.0067,0.707,0.2849,0.9844,0.0156,0.1677,0.8323
610232402,0.2446,0.0775,0.1218,0.5561,0.8927,0.1073,0.5491,0.4509
275501846,0.0138,0.0082,0.3709,0.6072,0.9945,0.0055,0.1753,0.8247
1081934781968011300,0.1629,0.0493,0.1787,0.6091,0.7511,0.2489,0.922,0.078
519386720,0.0812,0.032,0.2621,0.6247,0.9066,0.0934,0.6458,0.3542
1530710318,0.0218,0.075,0.5436,0.3596,0.8395,0.1605,0.4204,0.5796
1200373906835738600,0.361,0.2323,0.1949,0.2119,0.6207,0.3793,0.2312,0.7688
22247998,0.0796,0.0654,0.2276,0.6274,0.9663,0.0337,0.2963,0.7037
2499495882,0.1804,0.0103,0.215,0.5944,0.8369,0.1631,0.9478,0.0522
2609407933,0.185,0.0612,0.2147,0.5391,0.7481,0.2519,0.6798,0.3202
68950503,0.1949,0.0244,0.2873,0.4935,0.9012,0.0988,0.9727,0.0273
1223703528583188500,0.2847,0.1156,0.3125,0.2872,0.6714,0.3286,0.3051,0.6949
117505554755038e4,0.5689,0.1354,0.2118,0.0839,0.9798,0.0202,0.0937,0.9063
840297098318880800,0.1721,0.0245,0.1618,0.6417,0.9193,0.0807,0.6951,0.3049
2406829848,0.0086,0.0037,0.187,0.8007,0.9556,0.0444,0.7996,0.2004
997558497901469700,0.0252,0.0327,0.1815,0.7606,0.9386,0.0614,0.4498,0.5502
983626842027405300,0.0796,0.0713,0.3242,0.5249,0.977,0.023,0.1823,0.8177
18934573,0.0555,0.0209,0.1655,0.7581,0.957,0.043,0.4834,0.5166
2780349343,0.489,0.1886,0.1493,0.173,0.0475,0.9525,0.171,0.829
1671485904,0.1382,0.1517,0.5862,0.1239,0.8052,0.1948,0.651,0.349
2975824216,0.031,0.004,0.1443,0.8207,0.8942,0.1058,0.8516,0.1484
466611234,0.0479,0.0624,0.2844,0.6054,0.5918,0.4082,0.174,0.826
18768538,0.1205,0.0241,0.1769,0.6784,0.5904,0.4096,0.8887,0.1113
81326301,0.0171,0.0151,0.3186,0.6492,0.1308,0.8692,0.3865,0.6135
2173720688,0.0266,0.033,0.4567,0.4837,0.9946,0.0054,0.137,0.863
418193707,0.0387,0.0423,0.2251,0.6939,0.9796,0.0204,0.6171,0.3829
806630803971178500,0.3151,0.1783,0.2305,0.2761,0.9019,0.0981,0.3982,0.6018
149229796,0.0176,0.0417,0.4824,0.4583,0.9603,0.0397,0.3203,0.6797
933665018691948500,0.0138,0.0156,0.2107,0.7599,0.9906,0.0094,0.2322,0.7678
2877175311,0.0104,0.021,0.3529,0.6157,0.9917,0.0083,0.3844,0.6156
92606323,0.008,0.0034,0.1837,0.8049,0.9906,0.0094,0.4208,0.5792
547123882,0.7216,0.2155,0.0469,0.016,0.6685,0.3315,0.1226,0.8774
614158334,0.0071,0.0092,0.2332,0.7505,0.0738,0.9262,0.7854,0.2146
4139447537,0.0018,0.0413,0.6792,0.2777,0.9985,0.0015,5e-4,0.9995
25294599,0.0166,0.1288,0.6678,0.1868,0.9942,0.0058,0.0462,0.9538
39083807,0.0577,0.0414,0.398,0.5029,0.9923,0.0077,0.3022,0.6978
578143434,0.3653,0.0316,0.1819,0.4212,0.8068,0.1932,0.9639,0.0361
3432873417,0.1548,0.0753,0.3143,0.4555,0.8887,0.1113,0.6408,0.3592
978251570423922700,0.0353,0.014,0.2272,0.7236,0.727,0.273,0.1868,0.8132
579021390,0.1628,0.2363,0.129,0.4719,0.8787,0.1213,0.099,0.901
21295681,0.0589,0.0295,0.28,0.6316,0.935,0.065,0.5562,0.4438
1070370082759589900,0.0022,0.0202,0.0628,0.9147,0.0125,0.9875,0.1997,0.8003
890971534420037600,0.0836,0.0756,0.4681,0.3727,0.9448,0.0552,0.3511,0.6489
820009470898176e3,0.0638,0.0643,0.2352,0.6367,0.9076,0.0924,0.1972,0.8028
1061659472383410200,0.711,0.1526,0.0878,0.0486,0.7775,0.2225,0.3871,0.6129
878683588161568800,0.0253,0.0168,0.3727,0.5852,0.1309,0.8691,0.1236,0.8764
1127379536000294900,0.1983,0.263,0.3405,0.1982,0.9744,0.0256,0.2952,0.7048
958406270301679600,0.0092,0.0137,0.2913,0.6858,0.9941,0.0059,0.3222,0.6778
124772513,0.0044,0.003,0.3036,0.689,0.9763,0.0237,0.4706,0.5294
529957029,0.0075,0.0181,0.3853,0.5891,0.2989,0.7011,0.1469,0.8531
1157635793256685600,0.1518,0.0946,0.3887,0.3649,0.7923,0.2077,0.378,0.622
372469748,0.022,0.0181,0.3169,0.643,0.1177,0.8823,0.3767,0.6233
1142443060615401500,0.3361,0.0891,0.2721,0.3027,0.7055,0.2945,0.6064,0.3936
969880908869390300,0.0177,0.0367,0.5682,0.3774,0.9883,0.0117,0.2709,0.7291
3374126355,0.0338,0.0196,0.3838,0.5629,0.9945,0.0055,0.2155,0.7845
1073061078932832300,0.1086,0.0394,0.3423,0.5096,0.7622,0.2378,0.8832,0.1168
1280482461013729300,0.0443,0.0505,0.1921,0.7131,0.8806,0.1194,0.1297,0.8703
772433124164853800,0.3789,0.1898,0.2875,0.1439,0.9812,0.0188,0.1259,0.8741
949700206219710500,0.0207,0.0558,0.7165,0.207,0.9218,0.0782,0.1544,0.8456
943175848533942300,0.014,0.0713,0.6735,0.2412,0.9067,0.0933,0.1629,0.8371
1009383027796054e3,0.2055,0.1926,0.4404,0.1615,0.9875,0.0125,0.4866,0.5134
18733132,0.0574,0.0099,0.1233,0.8094,0.8343,0.1657,0.752,0.248
257334936,0.0401,0.0496,0.5981,0.3122,0.7859,0.2141,0.7412,0.2588
2294085750,0.0129,0.001,0.2059,0.7801,0.9103,0.0897,0.8774,0.1226
974417692898857e3,0.0793,0.1383,0.5596,0.2228,0.9771,0.0229,0.1573,0.8427
872497027,0.3372,0.0272,0.1429,0.4927,0.9204,0.0796,0.9681,0.0319
962687994007314400,0.5592,0.0993,0.283,0.0584,0.9342,0.0658,0.5811,0.4189
2742967091,0.0953,0.1719,0.5153,0.2174,0.4345,0.5655,0.181,0.819
3326383323,0.0281,0.0438,0.3598,0.5683,0.0645,0.9355,0.415,0.585
4059723855,0.3967,0.4271,0.0865,0.0898,0.6467,0.3533,0.0171,0.9829
2580707677,0.0401,0.0501,0.4149,0.4948,0.955,0.045,0.1358,0.8642
3294342070,0.0913,0.0683,0.1833,0.6571,0.9392,0.0608,0.7034,0.2966
276927591,0.0192,0.0119,0.1872,0.7818,0.9788,0.0212,0.6972,0.3028
50977997,0.0164,0.0145,0.3943,0.5748,0.9663,0.0337,0.2924,0.7076
93601636,0.1594,0.1488,0.4644,0.2274,0.9185,0.0815,0.3254,0.6746
107848420,0.2469,0.0434,0.411,0.2988,0.9945,0.0055,0.3243,0.6757
1896390163,0.0944,0.1032,0.45,0.3524,0.98740000000000006,0.0126,0.2782,0.7218
163126577,0.0512,0.0455,0.2943,0.6091,0.7759,0.2241,0.2598,0.7402
900807865149075500,0.3821,0.2043,0.23,0.1835,0.2598,0.7402,0.1475,0.8525
803236954338889700,0.1705,0.4857,0.2072,0.1366,0.2971,0.7029,0.0753,0.9247
2801360028,0.0408,0.1068,0.4636,0.3888,0.9915,0.0085,0.0734,0.9266
1037749060462104600,0.4185,0.159,0.2133,0.2093,0.0941,0.9059,0.1553,0.8447
1136834894,0.0049,0.0168,0.3546,0.6237,0.9721,0.0279,0.2363,0.7637
20358270,0.1759,0.2077,0.3488,0.2676,0.9777,0.0223,0.1085,0.8915
908600117518897200,0.0918,0.1212,0.2218,0.5652,0.0725,0.9275,0.1769,0.8231
943273747158618100,0.0946,0.0359,0.539,0.3306,0.0561,0.9439,0.4616,0.5384
1660116260,0.0087,0.0066,0.1865,0.7983,0.9976,0.0024,0.5045,0.4955
2330151651,0.353,0.3902,0.1862,0.0706,0.1042,0.8958,0.026,0.974
18633311,0.0627,0.0245,0.3982,0.5146,0.9932,0.0068,0.4193,0.5807
763626805463048200,0.1707,0.0825,0.2974,0.4495,0.9755,0.0245,0.5831,0.4169
582754923,0.042,0.093,0.2259,0.6391,0.1203,0.8797,0.1768,0.8232
4481336067,0.0011,0.0071,0.2554,0.7364,0.9979,0.0021,0.2614,0.7386
3227663171,0.0089,0.0057,0.1401,0.8453,0.5284,0.4716,0.4004,0.5996
452515601,0.0248,0.0088,0.2775,0.6889,0.9512,0.0488,0.7741,0.2259
96803542,0.0489,0.053900000000000003,0.3673,0.5299,0.975,0.025,0.3257,0.6743
1138475870,0.033,0.0639,0.3321,0.571,0.9607,0.0393,0.0878,0.9122
19060437,0.0062,0.0176,0.4034,0.5728,0.9863,0.0137,0.1178,0.8821
3498200483,0.0314,0.0513,0.1487,0.7685,0.8544,0.1456,0.809,0.191
2938544519,0.181,0.397,0.2398,0.1823,0.1034,0.8966,0.0422,0.9578
769705166,0.1874,0.1458,0.4388,0.2279,0.9697,0.0303,0.0745,0.9255
236322068,0.0085,0.0172,0.5821,0.3922,0.9927,0.0073,0.3865,0.6135
20506600,0.1412,0.1034,0.1284,0.627,0.4532,0.5468,0.7572,0.2428
1316226001,0.159,0.1692,0.3878,0.2841,0.7754,0.2246,0.1878,0.8122
3097484633,0.0969,0.0144,0.2134,0.6753,0.6597,0.3403,0.9048,0.0952
948957847617929200,0.1053,0.6028,0.2094,0.0825,0.0728,0.9272,0.0535,0.9465
18803224,0.1461,0.2749,0.3428,0.2362,0.9832,0.0168,0.0377,0.9623
44285765,0.0444,0.0195,0.1255,0.8106,0.9863,0.0137,0.9103,0.0897
2604194205,0.0346,0.0043,0.0855,0.8756,0.9817,0.0183,0.9652,0.0348
1180158356,0.3815,0.0741,0.3136,0.2308,0.8124,0.1876,0.4874,0.5126
851532774,0.2444,0.0132,0.3588,0.3837,0.8257,0.1743,0.9511,0.0489
3804101379,0.0476,0.0653,0.3415,0.5456,0.9928,0.0072,0.6225,0.3775
42394072,0.4821,0.4951,0.0154,0.0075,0.4934,0.5066,0.0055,0.9945
2316753940,0.0117,0.0099,0.1846,0.7939,0.9077,0.0923,0.6692,0.3308
2416987738,0.0194,0.0485,0.486,0.4461,0.1771,0.8229,0.2284,0.7716
607323300,0.014,0.1634,0.43120000000000003,0.3914,0.0593,0.9407,0.2079,0.7921
33177615,0.0048,0.0027,0.2811,0.7114,0.9967,0.0033,0.3682,0.6318
227229810,0.2439,0.206,0.2314,0.3187,0.8993,0.1007,0.2503,0.7497
1053311005,0.0672,0.0159,0.2386,0.6783,0.8367,0.1633,0.5402,0.4598
746717616916598800,0.0169,0.0192,0.1598,0.8042,0.9902,0.0098,0.163,0.837
551229082,0.0246,0.0574,0.2787,0.6393,0.9762,0.0238,0.2088,0.7912
2994150045,0.0185,0.013,0.0791,0.8894,0.974,0.026,0.5019,0.4981
356729342,0.5996,0.1356,0.2028,0.0619,0.0693,0.9307,0.1939,0.8061
2951799664,0.0296,0.017,0.2703,0.6831,0.9213,0.0787,0.4592,0.5408
200607634,0.0116,0.0112,0.1664,0.8108,0.9785,0.0215,0.2315,0.7685
34571035,0.0073,0.0049,0.2871,0.7006,0.9973,0.0027,0.4916,0.5084
509062017,0.1068,0.4814,0.1794,0.2324,0.7944,0.2056,0.4554,0.5446
520288932,0.0027,0.0074,0.2263,0.7636,0.9815,0.0185,0.1892,0.8108
3373675319,0.0317,0.0355,0.2531,0.6797,0.2958,0.7042,0.8131,0.1869
32368497,0.0014,9e-4,0.0544,0.9433,0.9942,0.0058,0.5307,0.4693
2981739731,0.0024,0.0025,0.1616,0.8335,0.9945,0.0055,0.4283,0.5717
337807611,0.0274,0.0215,0.2229,0.7281,0.0159,0.9841,0.2314,0.7686
25660377,0.6485,0.0738,0.067,0.2106,0.6656,0.3344,0.5853,0.4147
471395192,0.0097,0.0124,0.2032,0.7747,0.9954,0.0046,0.2898,0.7102
439034383,0.0081,0.0506,0.2788,0.6624,0.1028,0.8972,0.0673,0.9327
2178467189,0.0651,0.046,0.4643,0.4246,0.0489,0.9511,0.1005,0.8995
562261824,0.1452,0.0994,0.4051,0.3503,0.8969,0.1031,0.4033,0.5967
