id,est_p_age_le_18,est_p_age_19_29,est_p_age_30_39,est_p_age_ge_40,est_p_gender_male,est_p_gender_female,est_p_is_org,est_p_is_non_org
838212330,0.0064,0.0155,0.3116,0.6666,0.8262,0.1738,0.2975,0.7025
1083042794,0.2761,0.199,0.3608,0.1641,0.9133,0.0867,0.0292,0.9708
1.1431853545745039e+18,0.2022,0.0116,0.1881,0.5981,0.6668,0.3332,0.924,0.076
3082531732,0.0689,0.0629,0.6712,0.197,0.8716,0.1284,0.4234,0.5766
4764731955,0.0101,0.0179,0.2995,0.6725,0.9961,0.0039,0.1529,0.8471
562226144,0.0669,0.2235,0.4264,0.2832,0.9533,0.0467,0.0281,0.9719
1235488918470094800,0.0095,0.0318,0.3254,0.6334,0.0259,0.9741,0.1767,0.8233
719779197091201e3,0.3162,0.0527,0.1443,0.4867,0.6887,0.3113,0.8947,0.1053
936222748782755800,0.006,0.0043,0.1682,0.8215,0.9955,0.0045,0.5327,0.4673
557649971,0.1271,0.1162,0.472,0.2847,0.727,0.273,0.4801,0.5199
599983724,0.0453,0.1719,0.5571,0.2257,0.9882,0.0118,0.2292,0.7708
1187584842529169400,0.0166,0.0154,0.3999,0.5681,0.9323,0.0677,0.3715,0.6285
421128485,0.0016,0.0035,0.2254,0.7695,0.9934,0.0066,0.3682,0.6318
347412614,0.0523,0.1317,0.6332,0.1828,0.8886,0.1114,0.2369,0.7631
568341395,0.0075,0.0194,0.3009,0.6722,0.0423,0.9577,0.0838,0.9162
1171725292630659e3,0.0149,0.1052,0.2709,0.6091,0.8915,0.1085,0.2071,0.7929
183387286,0.1073,0.1598,0.36870000000000003,0.3642,0.9017,0.0983,0.1975,0.8025
1014014281820536800,0.1808,0.0245,0.1749,0.6198,0.6422,0.3578,0.9907,0.0093
1283702715743457300,0.4328,0.1609,0.0897,0.3167,0.8922,0.10780000000000001,0.156,0.844
3092112977,0.0569,0.0314,0.2312,0.6805,0.2651,0.7349,0.3896,0.6104
4332256659,0.086,0.3138,0.099,0.5012,0.5362,0.4638,0.4453,0.5547
486433675,0.0132,0.0121,0.2223,0.7524,0.7753,0.2247,0.8378,0.1622
755452661604970500,0.0967,0.1301,0.4647,0.3085,0.4626,0.5374,0.2975,0.7025
3416201399,0.0573,0.0092,0.1319,0.8015,0.4479,0.5521,0.8515,0.1485
1241028801125122e3,0.0168,0.0417,0.8988,0.0427,0.0629,0.9371,0.0849,0.9151
749713406,0.5906,0.2175,0.1237,0.0682,0.6596,0.3404,0.2417,0.7583
450959659,0.1914,0.1602,0.3787,0.2697,0.9594,0.0406,0.2898,0.7102
704805650,0.0048,0.0042,0.2234,0.7676,0.1807,0.8193,0.4909,0.5091
788660142460002300,0.1389,0.1201,0.5189,0.2221,0.0749,0.9251,0.3382,0.6618
4019528848,0.0138,0.0066,0.2061,0.7735,0.8817,0.1183,0.2685,0.7315
905421253762265100,0.0032,0.0038,0.1485,0.8444,0.994,0.006,0.1807,0.8193
823138258154561500,0.4739,0.1333,0.234,0.1588,0.6552,0.3448,0.466,0.534
2175551081,0.0169,0.0925,0.2581,0.6325,0.9626,0.0374,0.1052,0.8948
3311279638,0.0317,0.0145,0.1732,0.7805,0.886,0.114,0.8142,0.1858
2149631551,0.2825,0.0704,0.3093,0.3378,0.791,0.209,0.7922,0.2078
1030186485776089100,0.0247,0.023,0.1774,0.775,0.5144,0.4856,0.4857,0.5143
2981739731,0.2696,0.118,0.3598,0.2525,0.3488,0.6512,0.3216,0.6784
1205822583788245e3,0.0024,0.0025,0.1616,0.8335,0.9945,0.0055,0.4283,0.5717
480300828,0.1172,0.0634,0.1697,0.6497,0.5159,0.4841,0.7635,0.2365
982676957694480400,0.3446,0.1849,0.3451,0.1253,0.8511,0.1489,0.1458,0.8542
2317846164,0.1891,0.2723,0.3853,0.1533,0.978,0.022,0.0957,0.9043
2764719125,0.5313,0.1877,0.1055,0.1755,0.8664,0.1336,0.5178,0.4822
1254839630530297900,0.194,0.1855,0.3488,0.2717,0.9372,0.0628,0.2786,0.7214
778522950,0.0026,0.0364,0.2165,0.7445,0.9884,0.0116,0.1234,0.8766
404288222,0.0072,0.0081,0.7185,0.2663,0.9922,0.0078,0.2627,0.7373
763626805463048200,0.037,0.189,0.4817,0.2923,0.988,0.012,0.0749,0.9251
812709127,0.1707,0.0825,0.2974,0.4495,0.9755,0.0245,0.5831,0.4169
889251964852351e3,0.014,0.007,0.0691,0.9099,0.9877,0.0123,0.4998,0.5002
9.0393530582408806e+17,0.2938,0.2504,0.3141,0.1418,0.8743,0.1257,0.1717,0.8283
845255881755410400,0.4044,0.4828,0.0721,0.0407,0.8072,0.1928,0.0275,0.9725
819527244582416400,0.2169,0.1435,0.3377,0.3019,0.9582,0.0418,0.2269,0.7731
1038870562389610500,0.021,0.0531,0.49,0.436,0.9805,0.0195,0.2194,0.7806
3092795469,0.0454,0.056,0.604,0.2945,0.9274,0.0726,0.1856,0.8144
3401094755,0.0094,0.016,0.5383,0.4363,0.9971,0.0029,0.2407,0.7593
3300953776,0.0403,0.0711,0.5079,0.3808,0.9974,0.0026,0.2934,0.7066
1191434105403183e3,0.212,0.2031,0.3788,0.2061,0.9818,0.0182,0.0634,0.9366
1216827015363530800,0.4966,0.2685,0.1904,0.0445,0.9772,0.0228,0.0743,0.9257
473289454,0.027,0.0963,0.4492,0.4275,0.9747,0.0253,0.0614,0.9386
927658514281058300,0.2069,0.2284,0.3118,0.2529,0.9657,0.0343,0.3191,0.6809
386706649,0.0081,0.0193,0.1215,0.8511,0.7528,0.2472,0.5333,0.4667
766071824,0.0607,0.2552,0.2791,0.405,0.8784,0.1216,0.4556,0.5444
938740994547376100,0.009,0.0161,0.5351,0.4399,0.997,0.003,0.2005,0.7995
2254053986,0.2124,0.0511,0.1522,0.5843,0.8483,0.1517,0.698,0.302
1268219549108908e3,0.0517,0.0139,0.2898,0.6446,0.2447,0.7553,0.5588,0.4412
2780349343,0.1179,0.0432,0.2979,0.541,0.9482,0.0518,0.6813,0.3187
769705166,0.489,0.1886,0.1493,0.173,0.0475,0.9525,0.171,0.829
2285382446,0.1874,0.1458,0.4388,0.2279,0.9697,0.0303,0.0745,0.9255
1001559941302358e3,0.2271,0.1029,0.3101,0.3598,0.9667,0.0333,0.2619,0.7381
520288932,0.0955,0.1032,0.1429,0.6584,0.8335,0.1665,0.2015,0.7985
1069305987587350500,0.0027,0.0074,0.2263,0.7636,0.9815,0.0185,0.1892,0.8108
308927388,0.0065,0.0085,0.2536,0.7314,0.9961,0.0039,0.3541,0.6459
1261290517826068500,0.0474,0.1772,0.6383,0.1371,0.9818,0.0182,0.0343,0.9657
382128174,0.0145,0.0093,0.1051,0.8711,0.9627,0.0373,0.6708,0.3292
4059723855,0.0749,0.0269,0.2889,0.6093,0.9855,0.0145,0.1147,0.8853
2349942710,0.3967,0.4271,0.0865,0.0898,0.6467,0.3533,0.0171,0.9829
1194644269409165300,0.0825,0.241,0.5283,0.1482,0.8514,0.1486,0.0421,0.9579
2232212725,0.1691,0.2353,0.422,0.1735,0.964,0.036,0.3935,0.6065
28065612,0.2244,0.1433,0.3425,0.2898,0.9556,0.0444,0.1155,0.8845
841559559827312600,0.0032,0.0109,0.2994,0.6865,0.9824,0.0176,0.1477,0.8523
1318178354,0.0066,0.0116,0.1574,0.8244,0.9948,0.0052,0.158,0.842
3360954075,0.1031,0.04,0.4557,0.4012,0.9312,0.0688,0.4178,0.5822
1115696236156178400,0.1091,0.3359,0.4178,0.1371,0.3316,0.6684,0.0898,0.9102
425292193,0.0986,0.3728,0.1979,0.3308,0.3514,0.6486,0.0911,0.9089
25294599,0.2444,0.2383,0.3012,0.2161,0.9685,0.0315,0.5071,0.4929
754268398922629100,0.0166,0.1288,0.6678,0.1868,0.9942,0.0058,0.0462,0.9538
853407278,0.0049,0.0137,0.4278,0.5535,0.9942,0.0058,0.236,0.764
936259031823454200,0.0043,0.0042,0.3161,0.6753,0.9953,0.0047,0.2358,0.7642
894998884526772200,0.1662,0.5906,0.227,0.0161,0.9885,0.0115,0.0388,0.9612
65892033,0.0246,0.0688,0.652,0.2546,0.9838,0.0162,0.1487,0.8513
1063729358,0.0634,0.1423,0.6726,0.1217,0.013,0.987,0.2313,0.7687
1896390163,0.0251,0.1421,0.3037,0.5291,0.2019,0.7981,0.1437,0.8563
1011504743959728100,0.0944,0.1032,0.45,0.3524,0.98740000000000006,0.0126,0.2782,0.7218
1216488927504339e3,0.1745,0.2436,0.375,0.2068,0.4753,0.5247,0.1189,0.8811
27299266,0.0312,0.087,0.4242,0.4576,0.8528,0.1472,0.4905,0.5095
30380121,0.5859,0.2073,0.1501,0.0567,0.5775,0.4225,0.1644,0.8356
120894589,0.0308,0.0084,0.159,0.8018,0.7798,0.2202,0.8091,0.1909
18733726,0.0287,0.0677,0.2598,0.6438,0.6827,0.3173,0.4244,0.5756
885977446750748700,0.0497,0.1134,0.4808,0.3561,0.9901,0.0099,0.0783,0.9217
361779789,0.0933,0.1032,0.3664,0.4371,0.9318,0.0682,0.5107,0.4893
2330219090,0.0921,0.1136,0.4257,0.3686,0.6771,0.3229,0.2403,0.7597
3247035172,0.0174,0.035,0.2476,0.7,0.9663,0.0337,0.1161,0.8839
1488622058,0.5091,0.3458,0.1152,0.03,0.0615,0.9385,0.0253,0.9747
37156940,0.268,0.2503,0.3133,0.1685,0.7011,0.2989,0.0815,0.9185
192463065,0.0095,0.0038,0.1338,0.8529,0.996,0.004,0.4694,0.5306
1259060568469713e3,0.1761,0.1188,0.4455,0.2596,0.9718,0.0282,0.3138,0.6862
1118024127355478e3,0.4666,0.1105,0.1824,0.2405,0.6633,0.3367,0.6591,0.3409
20794075,0.3746,0.237,0.2437,0.1447,0.1395,0.8605,0.0846,0.9154
1062815578140917800,0.1474,0.2195,0.4572,0.1759,0.9361,0.0639,0.0583,0.9417
4197629728,0.0245,0.0698,0.2622,0.6435,0.9664,0.0336,0.53,0.47
1072093618066874400,0.1668,0.0532,0.3217,0.4583,0.6098,0.3902,0.315,0.685
1533720793,0.0929,0.0195,0.5338,0.3538,0.6883,0.3117,0.899,0.101
2316942914,0.1411,0.1149,0.1307,0.6133,0.958,0.042,0.7412,0.2588
1091980782246146e3,0.1279,0.3391,0.3927,0.1403,0.921,0.079,0.1515,0.8485
175020737,0.0076,0.0126,0.2077,0.7721,0.9887,0.0113,0.3513,0.6487
488631358,0.1646,0.1624,0.455,0.218,0.5691,0.4309,0.1092,0.8908
900103051943587800,0.1483,0.2912,0.2099,0.3506,0.8979,0.1021,0.3222,0.6778
1327807772,0.0638,0.2414,0.4198,0.275,0.9794,0.0206,0.0879,0.9121
1173635432820686800,0.0184,0.0196,0.4539,0.5081,0.9541,0.0459,0.4037,0.5963
14322781,0.199,0.1636,0.3289,0.3085,0.5167,0.4833,0.1812,0.8188
1162018931353276400,0.0235,0.0283,0.3199,0.6283,0.9817,0.0183,0.2438,0.7562
1632685537,0.2729,0.1683,0.1831,0.3758,0.8713,0.1287,0.2193,0.7807
1138475870,0.0187,0.0151,0.1977,0.7684,0.8114,0.1886,0.9622,0.0378
1289472646300799e3,0.033,0.0639,0.3321,0.571,0.9607,0.0393,0.0878,0.9122
1034579576431751200,0.0146,0.011,0.7075,0.2669,0.6747,0.3253,0.668,0.332
1060487970,0.0171,0.0332,0.484,0.4657,0.9917,0.0083,0.3124,0.6876
394637051,0.0093,0.0111,0.4366,0.543,0.9999,1e-4,0.0095,0.9905
23659863,0.011,0.0053,0.0921,0.8915,0.7896,0.2104,0.7102,0.2898
1242507032974037e3,0.0146,0.0118,0.0561,0.9175,0.7956,0.2044,0.8156,0.1844
1157611814320033800,0.5525,0.1136,0.182,0.1519,0.4825,0.5175,0.3471,0.6529
398139059,0.0318,0.0101,0.2595,0.6986,0.992,0.008,0.5373,0.4627
353059830,0.0023,0.0039,0.1514,0.8425,0.9969,0.0031,0.3033,0.6967
1223916660370890800,0.0033,0.009,0.2318,0.7559,0.9862,0.0138,0.1743,0.8257
994571480,0.3638,0.2042,0.257,0.1749,0.9646,0.0354,0.1276,0.8724
466611234,0.0066,0.0054,0.105,0.8829,0.9522,0.0478,0.2911,0.7089
454764489,0.0479,0.0624,0.2844,0.6054,0.5918,0.4082,0.174,0.826
3405489784,0.0105,0.0147,0.1539,0.8209,0.846,0.154,0.717,0.283
835474316422676500,0.0148,0.0177,0.343,0.6245,0.9726,0.0274,0.3306,0.6694
1287634816800895e3,0.009,0.0204,0.0757,0.8949,0.895,0.105,0.6532,0.3468
304239417,0.0059,0.0103,0.2318,0.752,0.9914,0.0086,0.1798,0.8202
885417331953995800,0.0324,0.041,0.2105,0.716,0.9941,0.0059,0.0977,0.9023
1213775445394485200,0.0321,0.0589,0.4743,0.4347,0.9446,0.0554,0.2202,0.7798
582754923,0.5102,0.1384,0.187,0.1644,0.9631,0.0369,0.1572,0.8428
2330580960,0.042,0.093,0.2259,0.6391,0.1203,0.8797,0.1768,0.8232
2447949524,0.0752,0.0545,0.2903,0.58,0.8611,0.1389,0.1065,0.8935
365518664,0.1163,0.5788,0.2066,0.0983,0.4971,0.5029,0.0882,0.9118
1109757922307989500,0.0411,0.061,0.7534,0.1445,0.9895,0.0105,0.0709,0.9291
914758307298017300,0.0299,0.0955,0.4318,0.4428,0.9625,0.0375,0.0986,0.9014
1084707417244557300,0.1952,0.0317,0.2103,0.5627,0.774,0.226,0.9408,0.0592
234395820,0.7502,0.056,0.11,0.0837,0.3508,0.6492,0.6472,0.3528
1189614217982296e3,0.0859,0.0471,0.1907,0.6763,0.9592,0.0408,0.8171,0.1829
1073061078932832300,0.5278,0.1993,0.1679,0.105,0.9578,0.0422,0.171,0.829
1009361337439408100,0.1086,0.0394,0.3423,0.5096,0.7622,0.2378,0.8832,0.1168
538825927,0.1123,0.1928,0.2588,0.436,0.826,0.174,0.3728,0.6272
2256787778,0.2876,0.1398,0.3399,0.2327,0.8446,0.1554,0.2312,0.7688
870684644,0.0862,0.0427,0.4968,0.3743,0.9564,0.0436,0.4614,0.5386
1223558324991426600,0.1844,0.1515,0.1342,0.5299,0.9049,0.0951,0.6564,0.3436
239510205,0.243,0.0282,0.311,0.4178,0.9196,0.0804,0.8782,0.1218
2951799664,0.0314,0.0406,0.187,0.7409,0.9913,0.0087,0.1299,0.8701
1020930375995019300,0.0296,0.017,0.2703,0.6831,0.9213,0.0787,0.4592,0.5408
834766150617661400,0.4619,0.2496,0.1459,0.1425,0.8158,0.1842,0.1324,0.8676
3064584898,0.0399,0.0294,0.1604,0.7703,0.9778,0.0222,0.5834,0.4166
2960764919,0.0616,0.0332,0.1969,0.7083,0.7636,0.2364,0.1984,0.8016
1290203643652833300,0.2075,0.2549,0.2657,0.2719,0.8434,0.1566,0.1933,0.8067
14536633,0.0036,0.0018,0.0737,0.9209,0.9548,0.0452,0.5681,0.4319
29046887,0.0749,0.0315,0.558,0.3356,0.9726,0.0274,0.366,0.634
1039295500032401400,0.0696,0.2001,0.5007,0.2296,0.1296,0.8704,0.1455,0.8545
1275303727675641900,0.0761,0.0122,0.1641,0.7476,0.5848,0.4152,0.8459,0.1541
700679407078223900,0.5136,0.2699,0.1837,0.0329,0.1285,0.8715,0.0726,0.9274
574898147,0.2044,0.1383,0.4027,0.2545,0.8012,0.1988,0.4916,0.5084
832001616505102300,0.1384,0.075,0.4532,0.3333,0.6842,0.3158,0.2961,0.7039
2406180416,0.2087,0.1722,0.4524,0.1667,0.7438,0.2562,0.0985,0.9015
794294331138015200,0.0213,0.0246,0.2944,0.6598,0.9881,0.0119,0.469,0.531
1194286187701293e3,0.9359,0.0026,0.013,0.0485,0.7412,0.2588,0.9006,0.0994
1234087189761446e3,0.2205,0.4292,0.2109,0.1395,0.7961,0.2039,0.6281,0.3719
3305913754,0.1258,0.0608,0.0987,0.7147,0.8297,0.1703,0.2001,0.79990000000000006
91075871,0.5526,0.1466,0.1195,0.1813,0.2325,0.7675,0.1538,0.8462
182935271,0.0038,0.0103,0.234,0.7519,0.9924,0.0076,0.1268,0.8732
1142428940,0.0083,0.0021,0.0337,0.9559,0.9686,0.0314,0.751,0.249
1091270361704992800,0.0152,0.0342,0.5296,0.421,0.9864,0.0136,0.274,0.726
754261527406968800,0.0411,0.0157,0.3495,0.5936,0.9819,0.0181,0.5266,0.4734
346344101,0.0018,0.0027,0.0692,0.9263,0.9946,0.0054,0.3442,0.6558
33897928,0.2375,0.0963,0.2689,0.3974,0.9749,0.0251,0.2735,0.7265
1175964962,0.0026,0.0032,0.1044,0.8898,0.9959,0.0041,0.1998,0.8002
2391454647,0.0454,0.1241,0.3778,0.4527,0.0627,0.9373,0.3793,0.6207
824875215091961900,0.0049,0.078,0.1818,0.7353,0.4933,0.5067,0.1172,0.8828
123576956706825e4,0.022,0.0588,0.1173,0.8019,0.9709,0.0291,0.069,0.931
69581322,0.0827,0.0832,0.452,0.3821,0.5608,0.4392,0.3035,0.6965
3090985383,0.1811,0.1178,0.4537,0.2474,0.876,0.124,0.1309,0.8691
1211300889064927200,0.0469,0.0483,0.5077,0.3972,0.9836,0.0164,0.226,0.774
1110152898724405200,0.1604,0.3153,0.4175,0.1068,0.9224,0.0776,0.0719,0.9281
778953916604121100,0.0648,0.0707,0.3516,0.5128,0.7896,0.2104,0.0961,0.9039
1277591789290037200,0.0796,0.0417,0.3696,0.5092,0.8355,0.1645,0.396,0.604
1172835318,0.0752,0.0344,0.19,0.7004,0.9096,0.0904,0.6637,0.3363
955835134984499200,0.2558,0.2112,0.3161,0.217,0.128,0.872,0.2033,0.7967
970305038,0.5009,0.2464,0.1386,0.1141,0.1169,0.8831,0.1251,0.8749
896335670716878800,0.1537,0.0513,0.2555,0.5396,0.9256,0.0744,0.7144,0.2856
964872546,0.0207,0.0095,0.2061,0.7636,0.9496,0.0504,0.5426,0.4574
782695554065113100,0.3263,0.1385,0.2688,0.2664,0.6801,0.3199,0.7102,0.2898
527988632,0.0928,0.0266,0.228,0.6527,0.9827,0.0173,0.5347,0.4653
1087780195749322800,0.0025,0.025,0.9292,0.0433,0.867,0.133,0.0517,0.9483
707009629,0.1123,0.3251,0.1559,0.4067,0.7825,0.2175,0.1368,0.8632
1227450120574251e3,0.0014,0.0023,0.0701,0.9262,0.999,0.001,0.21,0.79
843209525821952e3,0.5941,0.0758,0.1657,0.1645,0.8431,0.1569,0.5519,0.4481
1304183620308029400,0.0064,0.0113,0.1385,0.8437,0.9827,0.0173,0.2145,0.7855
1208638408278589400,0.2213,0.0319,0.2907,0.4562,0.8581,0.1419,0.6148,0.3852
200493123,0.481,0.186,0.1887,0.1444,0.946,0.054,0.1586,0.8414
82557846,0.0925,0.0326,0.2447,0.6302,0.037,0.963,0.4886,0.5114
49568716,0.0018,0.0091,0.4322,0.557,0.9906,0.0094,0.1668,0.8332
1304347317726838800,0.0579,0.0197,0.1431,0.7793,0.8185,0.1815,0.4469,0.5531
4170993604,0.0903,0.1358,0.2392,0.5346,0.9493,0.0507,0.5757,0.4243
1033461090594811900,0.0193,0.0626,0.6877,0.2304,0.982,0.018,0.1231,0.8769
77898260698991e4,0.0969,0.0815,0.3716,0.45,0.8735,0.1265,0.4275,0.5725
1152588331907190800,0.0106,8e-4,0.0326,0.9559,0.9446,0.0554,0.5638,0.4362
49706589,0.6342,0.1996,0.0807,0.0855,0.7953,0.2047,0.4212,0.5788
923252942999838700,0.0194,0.0036,0.1432,0.8338,0.6118,0.3882,0.9808,0.0192
81369717,0.0326,0.0262,0.0662,0.8749,0.9583,0.0417,0.6594,0.3406
1020550837,0.4527,0.2098,0.3089,0.0285,0.9815,0.0185,0.0701,0.9299
2607477258,0.0274,0.0176,0.1446,0.8104,0.4896,0.5104,0.8704,0.1296
4726813823,0.3384,0.0264,0.2482,0.387,0.8668,0.1332,0.9265,0.0735
1558379353,0.6635,0.1855,0.1067,0.0444,0.7197,0.2803,0.363,0.637
239984320,0.2711,0.04,0.4445,0.2443,0.8865,0.1135,0.4239,0.5761
410800597,0.0629,0.0147,0.2518,0.6706,0.6221,0.3779,0.9674,0.0326
705316925065318400,0.0479,0.0278,0.4728,0.4516,0.9737,0.0263,0.3577,0.6423
1243905802164895700,0.0495,0.0529,0.5381,0.3595,0.8642,0.1358,0.2704,0.7296
145979984,0.1121,0.1407,0.4746,0.2726,0.6894,0.3106,0.5107,0.4893
2909525505,0.0735,0.0619,0.3327,0.5319,0.9811,0.0189,0.4808,0.5192
732560994,0.49370000000000003,0.0846,0.206,0.2157,0.6623,0.3377,0.3696,0.6304
1084835068638568400,0.0305,0.1149,0.7708,0.0838,0.102,0.898,0.0624,0.9376
1021868336,0.2095,0.142,0.3903,0.2582,0.4233,0.5767,0.6751,0.3249
31501001,0.0775,0.0172,0.1976,0.7077,0.8768,0.1232,0.5713,0.4287
2712068258,0.0024,0.0021,0.1944,0.8011,0.9943,0.0057,0.1214,0.8786
799274636555014100,0.2707,0.1674,0.44,0.1219,0.1029,0.8971,0.25,0.75
1284551805016453e3,0.2303,0.3065,0.2,0.2632,0.9488,0.0512,0.1528,0.8472
262101606,0.0317,0.1722,0.594,0.2021,0.093,0.907,0.0363,0.9637
476881185,0.0025,0.0078,0.0836,0.9061,0.9705,0.0295,0.2143,0.7857
4139447537,0.037,0.0933,0.4846,0.3851,0.9595,0.0405,0.063,0.937
1053311005,0.0018,0.0413,0.6792,0.2777,0.9985,0.0015,5e-4,0.9995
297879173,0.0672,0.0159,0.2386,0.6783,0.8367,0.1633,0.5402,0.4598
881617013566824400,0.0223,0.0405,0.6161,0.3211,0.7509,0.2491,0.0974,0.9026
308409663,0.1412,0.0289,0.2061,0.6238,0.9237,0.0763,0.9131,0.0869
122105107,0.3357,0.1239,0.21560000000000001,0.3248,0.7829,0.2171,0.3117,0.6883
1660116260,0.1441,0.0969,0.4482,0.3108,0.6893,0.3107,0.4092,0.5908
3031211326,0.0087,0.0066,0.1865,0.7983,0.9976,0.0024,0.5045,0.4955
936341608852844500,0.0684,0.1259,0.417,0.3887,0.9304,0.0696,0.2293,0.7707
1027516470585184300,0.0645,0.0561,0.3809,0.4985,0.7979,0.2021,0.2267,0.7733
18116897,0.2586,0.1981,0.3318,0.2114,0.9418,0.0582,0.4363,0.5637
1268620827379056600,0.0872,0.0266,0.3283,0.5579,0.6178,0.3822,0.6186,0.3814
3929134401,0.0264,0.0131,0.2494,0.7111,0.967,0.033,0.6157,0.3843
1236712122748481500,0.3493,0.1355,0.1903,0.3249,0.706,0.294,0.435,0.565
1004838730966978600,0.0609,0.0541,0.4214,0.4637,0.9832,0.0168,0.4586,0.5414
798655732635865100,0.1319,0.1629,0.3079,0.3973,0.9191,0.0809,0.357,0.643
1223703528583188500,0.1622,0.099,0.2444,0.4944,0.5833,0.4167,0.433,0.567
952999634296823800,0.2847,0.1156,0.3125,0.2872,0.6714,0.3286,0.3051,0.6949
2930098775,0.771,0.1561,0.0477,0.0251,0.9289,0.0711,0.165,0.835
1262304716832325600,0.075,0.0913,0.5017,0.3321,0.8277,0.1723,0.3417,0.6583
1081934781968011300,0.1543,0.0211,0.2636,0.561,0.9713,0.0287,0.7716,0.2284
1209984461212979200,0.1629,0.0493,0.1787,0.6091,0.7511,0.2489,0.922,0.078
2987695865,0.0151,0.0072,0.2446,0.7331,0.9839,0.0161,0.2214,0.7786
235076598,0.0083,0.0029,0.0756,0.9133,0.969,0.031,0.5052,0.4948
1239547584429129700,0.3339,0.1481,0.1192,0.3988,0.7554,0.2446,0.3321,0.6679
1165588299303522300,0.1855,0.0115,0.1529,0.6502,0.862,0.138,0.9793,0.0207
962687994007314400,0.167,0.0438,0.2098,0.5795,0.8013,0.1987,0.7731,0.2269
1239314956799148e3,0.5592,0.0993,0.283,0.0584,0.9342,0.0658,0.5811,0.4189
886552919641915400,0.3938,0.0987,0.1615,0.3461,0.834,0.166,0.4872,0.5128
207489728,0.3073,0.1776,0.3882,0.1269,0.5778,0.4222,0.1594,0.8406
1233666983276818400,0.4576,0.4122,0.0395,0.0908,0.8932,0.1068,0.6183,0.3817
3705543556,0.0298,0.0573,0.3935,0.5194,0.986,0.014,0.2694,0.7306
4394387500,0.2463,0.0808,0.3454,0.3275,0.8493,0.1507,0.2837,0.7163
975705164664500200,0.2359,0.115,0.3626,0.2865,0.8595,0.1405,0.6472,0.3528
835799611109425200,0.0045,0.004,0.4506,0.5409,0.9983,0.0017,0.2677,0.7323
1162767132100313e3,0.0243,0.0193,0.4144,0.542,0.9992,8e-4,0.1794,0.8206
2580328831,0.2746,0.3178,0.2505,0.157,0.6192,0.3808,0.1719,0.8281
41652476,0.0124,0.0149,0.0636,0.9091,0.2625,0.7375,0.1117,0.8883
413769481,0.0403,0.0154,0.2178,0.7265,0.1409,0.8591,0.5537,0.4463
38840834,0.3665,0.2527,0.2177,0.1631,0.8914,0.1086,0.3094,0.6906
1084154623,0.0513,0.0434,0.533,0.3724,0.9575,0.0425,0.3509,0.6491
978251570423922700,0.0856,0.0975,0.3076,0.5093,0.9426,0.0574,0.2048,0.7952
468311700,0.0353,0.014,0.2272,0.7236,0.727,0.273,0.1868,0.8132
1260584072830693400,0.3906,0.0709,0.4823,0.0562,0.8947,0.1053,0.7284,0.2716
518291454,0.127,0.1084,0.6008,0.1639,0.9383,0.0617,0.1967,0.8033
2775747252,0.0245,0.0385,0.4954,0.4416,0.0395,0.9605,0.1612,0.8388
619285280,0.0103,0.0783,0.1913,0.7201,0.9802,0.0198,0.3384,0.6616
943175848533942300,0.1947,0.133,0.294,0.3782,0.8649,0.1351,0.1482,0.8518
1244715271182483500,0.014,0.0713,0.6735,0.2412,0.9067,0.0933,0.1629,0.8371
1267736403695337500,0.1248,0.1586,0.4105,0.3061,0.9725,0.0275,0.2577,0.7423
260657045,0.0534,0.0468,0.4082,0.4916,0.9287,0.0713,0.3746,0.6254
1032978404621119500,0.0214,0.0265,0.2135,0.7385,0.9709,0.0291,0.1428,0.8572
1213757893284991e3,0.532,0.3283,0.0427,0.0971,0.6939,0.3061,0.1014,0.8986
1055705516,0.0045,0.0051,0.901,0.0894,0.9887,0.0113,0.5182,0.4818
1177090048870813700,0.1844,0.2738,0.4243,0.1175,0.9614,0.0386,0.0993,0.9007
923097242784976900,0.0589,0.0414,0.7046,0.1952,0.9846,0.0154,0.2646,0.7354
1158606431593148400,0.1748,0.2669,0.4113,0.1471,0.9623,0.0377,0.0863,0.9137
3926420061,0.0572,0.0863,0.2771,0.5793,0.9783,0.0217,0.1568,0.8432
361760731,0.0343,0.0349,0.3768,0.554,0.9727,0.0273,0.4218,0.5782
799626907096645600,2e-4,1e-4,0.0397,0.96,0.9913,0.0087,0.2949,0.7051
708933743478706200,0.2246,0.1024,0.2679,0.4052,0.8727,0.1273,0.6223,0.3777
1200373906835738600,0.3107,0.2697,0.3497,0.0699,0.9609,0.0391,0.2057,0.7943
1270761491684262e3,0.361,0.2323,0.1949,0.2119,0.6207,0.3793,0.2312,0.7688
790945849,0.0145,0.0624,0.0276,0.8955,0.8736,0.1264,0.2331,0.7669
149845149,0.3065,0.0665,0.5661,0.0608,0.9701,0.0299,0.145,0.855
772453443038568400,0.4707,0.2423,0.1891,0.0979,0.8857,0.1143,0.1101,0.8899
1254299238802038800,0.1668,0.1017,0.3726,0.3588,0.972,0.028,0.2879,0.7121
325022182,0.1143,0.3393,0.3044,0.242,0.1744,0.8256,0.1118,0.8882
961550482861908e3,0.7495,0.1012,0.0372,0.1121,0.7143,0.2857,0.4195,0.5805
1247739013173133300,0.0195,0.0325,0.6718,0.2762,0.3658,0.6342,0.5037,0.4963
1669971098,0.0075,0.003,0.0517,0.9378,0.9821,0.0179,0.5907,0.4093
819886368792911900,0.0493,0.0953,0.3959,0.4594,0.9767,0.0233,0.4076,0.5924
