id,est_p_age_le_18,est_p_age_19_29,est_p_age_30_39,est_p_age_ge_40,est_p_gender_male,est_p_gender_female,est_p_is_org,est_p_is_non_org
758380057203093500,0.0301,0.0468,0.3997,0.5235,0.9787,0.0213,0.4383,0.5617
1890848160,0.0163,0.0736,0.286,0.624,0.1469,0.8531,0.7647,0.2353
1149353412,0.0063,5e-4,0.035,0.9581,0.9931,0.0069,0.8218,0.1782
1254556114982756400,0.0224,0.0276,0.1412,0.8088,0.9001,0.0999,0.2741,0.7259
170402706,0.3822,0.2041,0.2744,0.1394,3e-4,0.9997,0.0043,0.9957
918096825957126100,0.0306,0.0124,0.2401,0.7168,0.9691,0.0309,0.5855,0.4145
1045423905723170800,0.0565,0.0378,0.5361,0.3696,0.023,0.977,0.4159,0.5841
16054602,0.3691,0.1272,0.1234,0.3803,0.8807,0.1193,0.6267,0.3733
1268131256413413400,0.0025,0.001,0.0419,0.9545,0.9932,0.0068,0.5297,0.4703
1643747220,0.0132,0.0387,0.2723,0.6758,0.9992,8e-4,0.895,0.105
822711373293559800,0.0011,8e-4,0.0541,0.9441,0.9968,0.0032,0.1944,0.8056
1042813946380673e3,0.0361,0.0139,0.3545,0.5955,0.0634,0.9366,0.0789,0.9211
4390331,0.0041,0.0651,0.3818,0.549,0.9897,0.0103,0.0448,0.9552
833581752,0.0489,0.0213,0.2877,0.642,0.9101,0.0899,0.6627,0.3373
354442485,0.2828,0.0997,0.1764,0.4412,0.3983,0.6017,0.9099,0.0901
381714870,0.1188,0.5572,0.156,0.168,0.7635,0.2365,0.0619,0.9381
1026089284980408300,0.0666,0.0763,0.4775,0.3797,0.2012,0.7988,0.0624,0.9376
1247555773351309300,0.0154,0.0101,0.1639,0.8107,0.9638,0.0362,0.2863,0.7137
8.9206413557128806e+17,0.10780000000000001,0.1028,0.4395,0.3499,0.9784,0.0216,0.36870000000000003,0.6313
162902841,0.3269,0.1506,0.4253,0.0973,0.928,0.072,0.1879,0.8121
1277746150997725200,0.0082,0.0491,0.5622,0.3804,0.9837,0.0163,0.0948,0.9052
1248330375581126700,0.1561,0.0369,0.0445,0.7625,0.8459,0.1541,0.8659,0.1341
409571529,0.0172,0.0397,0.5951,0.3479,0.9535,0.0465,0.1441,0.8559
93380289,4e-4,2e-4,0.0188,0.9806,0.9978,0.0022,0.5064,0.4936
1127718509880807400,0.0275,0.0167,0.4776,0.4782,0.6956,0.3044,0.1046,0.8954
3386114832,0.3958,0.1921,0.3104,0.1018,0.1582,0.8418,0.0346,0.9654
3169994835,0.0071,0.0045,0.1298,0.8586,0.5423,0.4577,0.3668,0.6332
1176919666624778200,0.0346,0.0287,0.3613,0.5754,0.8907,0.1093,0.5861,0.4139
32337835,0.0795,0.0494,0.6855,0.1856,0.0095,0.9905,0.1192,0.8808
987419369599676400,0.0356,0.034,0.229,0.7014,0.945,0.055,0.0598,0.9402
28008242,0.0169,0.0028,0.0331,0.9472,0.9538,0.0462,0.8584,0.1416
899401541177622500,0.05,0.051,0.4024,0.4967,0.9957,0.0043,0.7253,0.2747
132644117,0.0908,0.0095,0.1142,0.7855,0.8839,0.1161,0.9724,0.0276
275306442,0.5771,0.268,0.1023,0.0526,0.4695,0.5305,0.0093,0.9907
1179440724300980200,0.0535,0.0272,0.1692,0.7502,0.841,0.159,0.6482,0.3518
2851490300,0.067,0.0693,0.4902,0.3735,0.9508,0.0492,0.0636,0.9364
1253388885146636300,0.8063,0.0807,0.0395,0.0735,0.8796,0.1204,0.4436,0.5564
77562748,0.1717,0.3138,0.303,0.2114,0.2676,0.7324,0.2431,0.7569
1319341846221521e3,0.0116,0.051,0.9084,0.0289,5e-4,0.9995,2e-4,0.9998
299122796,0.003,0.0444,0.8579,0.0946,0.0195,0.9805,0.0339,0.9661
141482349,1e-4,2e-4,0.071,0.9287,0.0039,0.9961,0.2788,0.7212
803860207,0.0012,9e-4,0.0796,0.9183,0.9941,0.0059,0.8569,0.1431
1170844855129362400,0.0455,0.0055,0.001,0.9479,0.0239,0.9761,0.0093,0.9907
841413124871868400,0.2682,0.1923,0.4873,0.0522,0.0292,0.9708,0.0779,0.9221
16489831,0.1838,0.5028,0.1922,0.1212,0.5878,0.4122,0.0321,0.9679
841053389559599100,0.015,0.0071,0.1912,0.7868,0.949,0.051,0.08,0.92
21936941,0.0764,0.1091,0.6044,0.2101,0.0123,0.9877,0.037,0.963
21993294,0.0441,0.0093,0.0576,0.889,0.5391,0.4609,0.7137,0.2863
766052262,0.0487,0.0073,0.247,0.6969,0.0933,0.9067,0.9123,0.0877
835763551633567700,0.0428,0.0509,0.2102,0.6961,0.2595,0.7405,0.7852,0.2148
738866875598131200,0.0022,8e-4,0.0623,0.9347,0.9886,0.0114,0.4978,0.5022
1179123017009393700,0.0113,0.0039,0.0841,0.9006,0.9272,0.0728,0.6174,0.3826
1271232225191886800,0.3098,0.3197,0.3033,0.0673,0.5283,0.4717,0.0316,0.9684
746358389521813500,0.1948,0.2262,0.3182,0.2609,0.6752,0.3248,0.0881,0.9119
342067171,0.0674,0.0164,0.299,0.6172,0.0106,0.9894,0.1215,0.8785
761730288678498300,0.415,0.1071,0.3084,0.1696,0.0895,0.9105,0.1577,0.8423
45841383,4e-4,1e-4,0.0086,0.9909,0.0244,0.9756,0.2818,0.7182
1323293281896321e3,0.0235,0.0475,0.4477,0.4813,0.9901,0.0099,0.1821,0.8179
24842995,0.0518,0.0523,0.534,0.3619,0.9814,0.0186,0.263,0.737
1562080880,0.0116,0.0054,0.1287,0.8543,0.9899,0.0101,0.6975,0.3025
1233440600973807600,0.1654,0.0516,0.1967,0.5862,0.7716,0.2284,0.9018,0.0982
373774653,0.1012,0.0032,0.0664,0.8292,0.1737,0.8263,0.8891,0.1109
1319371934245814300,0.0144,0.1191,0.1105,0.756,0.0792,0.9208,0.2676,0.7324
72479860,0.0457,0.0791,0.3294,0.5457,0.8152,0.1848,0.7142,0.2858
483521151,0.0697,0.0316,0.1223,0.7763,0.6264,0.3736,0.4442,0.5558
94197745,0.0055,0.0012,0.0697,0.9235,0.9704,0.0296,0.6258,0.3742
947751580782211100,0.0092,0.0254,0.4848,0.4805,0.9653,0.0347,0.2795,0.7205
1086053403376144400,0.1402,0.0738,0.39,0.396,0.9598,0.0402,0.512,0.488
850748784522928100,0.1427,0.1376,0.4499,0.2698,0.7414,0.2586,0.0622,0.9378
1317124948591247400,0.4407,0.1753,0.1575,0.2265,0.7352,0.2648,0.2041,0.7959
3154426618,0.0447,0.0165,0.0675,0.8713,0.874,0.126,0.6872,0.3128
374104340,0.286,0.1323,0.2163,0.3654,0.1135,0.8865,0.136,0.864
1276158686390517800,0.0065,0.0067,0.5873,0.3995,0.9818,0.0182,0.4162,0.5838
282834921,0.0157,0.0162,0.1833,0.7848,0.0551,0.9449,0.0994,0.9006
18729147,0.0149,0.0532,0.4279,0.504,0.0165,0.9835,0.1451,0.8549
1491911341,0.1037,0.042,0.2679,0.5865,0.716,0.284,0.7914,0.2086
1089656978752843800,0.034,0.0134,0.2369,0.7157,0.931,0.069,0.9325,0.0675
4449592332,0.0035,0.0164,0.441,0.5391,0.9897,0.0103,0.2834,0.7166
2556008875,0.1252,0.2973,0.3804,0.1971,0.9675,0.0325,0.0241,0.9759
2186802668,0.0938,0.0343,0.2929,0.579,0.3716,0.6284,0.8369,0.1631
348163612,0.0033,0.0035,0.0578,0.9354,0.9828,0.0172,0.2498,0.7502
1047910458534109200,0.0356,0.0062,0.0572,0.901,0.5296,0.4704,0.9501,0.0499
3295887638,0.4343,0.1466,0.3713,0.0478,0.8875,0.1125,0.1098,0.8902
1275290918988533800,0.1217,0.1247,0.2456,0.508,0.2712,0.7288,0.355,0.645
205892973,0.0807,0.0273,0.1204,0.7716,0.9183,0.0817,0.5308,0.4692
1623104534,0.0259,0.0135,0.477,0.4835,1,0,0.001,0.999
54479718,0.3157,0.231,0.2837,0.1696,0.8369,0.1631,0.157,0.843
1099497323896418300,0.0095,0.0107,0.0888,0.891,0.9713,0.0287,0.4173,0.5827
1142919084478292e3,0.2167,0.5359,0.1895,0.0579,0.5915,0.4085,0.0412,0.9588
731980816197148700,0.0078,0.0183,0.3216,0.6524,0.4986,0.5014,0.3937,0.6063
701479838775963600,0.0932,0.1013,0.5781,0.2274,0.0265,0.9735,0.2365,0.7635
58632867,0.0068,0.0042,0.039,0.95,0.8332,0.1668,0.3158,0.6842
130803621,0.0701,0.5054,0.3458,0.0787,0.1415,0.8585,0.0246,0.9754
35904291,0.2324,0.3358,0.3429,0.0889,0.8842,0.1158,0.0202,0.9798
47697376,0.0107,0.01,0.3984,0.5808,0.9921,0.0079,0.3446,0.6554
106746843929455e4,0.2203,0.0806,0.1494,0.5497,0.7432,0.2568,0.3058,0.6942
2358890563,0.0049,0.0121,0.3382,0.6448,0.1887,0.8113,0.4388,0.5612
830259725728104400,0.0074,0.0392,0.3229,0.6305,0.5365,0.4635,0.3426,0.6574
757446816870830100,0.0928,0.2556,0.4409,0.2108,0.9974,0.0026,0.1551,0.8449
1264049274310049800,0.0229,0.0053,0.2493,0.7226,0.6057,0.3943,0.8561,0.1439
1056638457693392900,0.0115,0.028,0.4435,0.517,0.5883,0.4117,0.366,0.634
1052986122228383700,0.142,0.0359,0.4368,0.3854,0.9919,0.0081,0.757,0.243
957985627747778600,0.0492,0.0377,0.2623,0.6507,0.9879,0.0121,0.6268,0.3732
1084555973874909200,0.1556,0.0942,0.364,0.3861,0.3954,0.6046,0.2499,0.7501
227593736,0.0428,0.0367,0.452,0.4686,0.9644,0.0356,0.178,0.822
3796860628,0.0929,0.0943,0.5237,0.2891,0.967,0.033,0.321,0.679
299277528,0.0138,0.0077,0.2694,0.7091,0.9926,0.0074,0.4347,0.5653
263500813,0.2825,0.3252,0.2623,0.13,0.1179,0.8821,0.0328,0.9672
1117748637885448200,0.0654,0.123,0.2733,0.5382,0.895,0.105,0.429,0.571
1072788948,0.0522,0.0668,0.162,0.719,0.7288,0.2712,0.8657,0.1343
844649002360590300,0.0117,0.0311,0.1816,0.7756,0.0037,0.9963,0.0399,0.9601
606540154,0.0197,0.0402,0.3532,0.5869,0.0535,0.9465,0.2849,0.7151
748179135126708200,0.0792,0.2213,0.6708,0.0287,0.1248,0.8752,0.0148,0.9852
107585606,0.0531,0.3525,0.4019,0.1924,0.1043,0.8957,0.1018,0.8982
3399251801,0.0212,0.0054,0.0099,0.9635,0.8416,0.1584,0.9079,0.0921
1184492061757759500,0.0027,0.0399,0.2585,0.6988,0.9999,1e-4,0.0033,0.9967
873952798597144600,0.0715,0.027,0.3116,0.5899,0.7795,0.2205,0.7828,0.2172
1282795351628554200,0.1066,0.0349,0.2256,0.6329,0.8488,0.1512,0.8227,0.1773
130305235803802e4,0.0173,0.0119,0.2985,0.6723,0.035,0.965,0.3494,0.6506
1905987714,0.1174,0.0102,0.1041,0.7683,0.5334,0.4666,0.8589,0.1411
3400201858,0.0752,0.7253,0.1614,0.0381,0.7688,0.2312,0.0049,0.9951
1928109426,0.3177,0.0816,0.2219,0.3789,0.4306,0.5694,0.8669,0.1331
18337198,0.1628,0.1626,0.3506,0.324,0.9003,0.0997,0.4998,0.5002
1313208952482660400,0.4132,0.1393,0.2373,0.2103,0.6429,0.3571,0.2484,0.7516
271458055,0.0362,0.1911,0.6544,0.1182,0.0234,0.9766,0.0371,0.9629
1726098164,0.0056,0.0101,0.33,0.6542,0.9985,0.0015,0.1122,0.8878
712649289982484500,0.0305,0.0105,0.1479,0.8112,0.9954,0.0046,0.8762,0.1238
1240444067412091e3,0.0607,0.0071,0.1964,0.7358,0.7019,0.2981,0.7939,0.2061
90983136,0.4055,0.1822,0.3078,0.1045,0.8946,0.1054,0.0886,0.9114
1646815999,0.1288,0.0546,0.3979,0.4187,0.9623,0.0377,0.5677,0.4323
177713042,0.5578,0.1308,0.1145,0.1969,0.6158,0.3842,0.6208,0.3792
968982756,0.1487,0.0208,0.2096,0.6208,0.0346,0.9654,0.3051,0.6949
1187871872228216800,0.8158,0.0824,0.0698,0.032,0.8429,0.1571,0.2413,0.7587
34980279,0.0582,0.007,0.0452,0.8896,0.3104,0.6896,0.9113,0.0887
985411393347309600,0.002,0.0065,0.0998,0.8917,0.0207,0.9793,0.261,0.739
2316751902,0.0986,0.0231,0.2706,0.6077,0.9817,0.0183,0.908,0.092
234470296,0.0088,0.0449,0.2214,0.7248,0.9951,0.0049,0.0957,0.9043
991838512336048100,0.0134,0.038,0.441,0.5076,0.9967,0.0033,0.1336,0.8664
1047942182,0.0295,0.0765,0.706,0.1881,0.0323,0.9677,0.0732,0.9268
160634155,0.0591,0.031,0.4695,0.4404,0.8247,0.1753,0.566,0.434
791841379,0.0158,0.0055,0.2906,0.6881,0.0024,0.9976,0.2725,0.7275
13132032131229e5,0.1239,0.1444,0.5356,0.1961,0.0414,0.9586,0.0392,0.9608
203123116,0.1188,0.0194,0.4125,0.4493,0.7891,0.2109,0.3809,0.6191
14962752,0.0135,0.0055,0.0922,0.8888,0.8485,0.1515,0.6265,0.3735
85056149,0.0216,0.0355,0.1771,0.7657,0.9825,0.0175,0.1151,0.8849
17414618,0.0652,0.056,0.4528,0.426,0.9826,0.0174,0.0468,0.9532
18865203,0.0236,0.0186,0.3327,0.6251,0.9674,0.0326,0.6066,0.3934
409681790,0.0038,0.0098,0.1833,0.8031,0.9857,0.0143,0.2258,0.7742
2178489996,0.0647,0.0098,0.2572,0.6683,0.9715,0.0285,0.6143,0.3857
2306812637,2e-4,0.0014,0.0841,0.9143,0.9961,0.0039,0.1216,0.8784
758327507246428200,0.2523,0.0967,0.3355,0.3155,0.818,0.182,0.5105,0.4895
4307195599,0.0136,0.0049,0.0691,0.9123,0.0324,0.9676,0.3484,0.6516
1114188865911177200,0.0078,0.0018,0.1677,0.8227,0.9934,0.0066,0.5754,0.4246
498432647,0.2183,0.6449,0.0715,0.0652,0.9056,0.0944,0.0068,0.9932
897262572705067e3,0.0036,0.0275,0.454,0.5149,0.0254,0.9746,0.0509,0.9491
732976058266464300,0.4437,0.2708,0.0703,0.2152,0.0962,0.9038,0.0227,0.9773
1345998470,0.0342,0.0387,0.2183,0.7088,0.0434,0.9566,0.1272,0.8728
297901432,0.1747,0.013,0.1664,0.6458,0.8289,0.1711,0.9648,0.0352
185224485,0.3087,0.288,0.2598,0.1435,0.5773,0.4227,0.1264,0.8736
226502720,0.046,0.0342,0.3434,0.5764,0.3406,0.6594,0.2043,0.7957
440458700,0.265,0.2691,0.2497,0.2162,0.7597,0.2403,0.1406,0.8594
33340801,0.0262,0.5236,0.3504,0.0998,0.04,0.96,0.0065,0.9935
700232443,0.43,0.1815,0.2239,0.1646,0.4053,0.5947,0.0611,0.9389
1146916964,0.3426,0.0785,0.2681,0.3108,0.2617,0.7383,0.0948,0.9052
1095398868466974700,9e-4,4e-4,0.0208,0.9779,0.9888,0.0112,0.7352,0.2648
22594575,0.0773,0.0388,0.2589,0.625,0.8022,0.1978,0.5519,0.4481
260687290,0.0041,0.0162,0.5023,0.4774,0.9952,0.0048,0.0725,0.9275
805416541,0.0115,0.0049,0.153,0.8306,0.1185,0.8815,0.3191,0.6809
4439908641,0.0058,0.025,0.4993,0.4699,0.1898,0.8102,0.0476,0.9524
17841533,0.1295,0.1332,0.4786,0.2587,0.8195,0.1805,0.4646,0.5354
1093609176482365400,0.0013,0.0021,0.0407,0.9558,0.9953,0.0047,0.1076,0.8924
30368048,0.085,0.3064,0.5188,0.0898,0.9465,0.0535,0.0607,0.9393
25842388,0.0139,0.1369,0.3683,0.4809,0.0636,0.9364,0.052,0.948
2725010413,0.0975,0.0213,0.1146,0.7666,0.7283,0.2717,0.5556,0.4444
2771678740,0.005,0.0147,0.54,0.4403,0.0177,0.9823,0.1538,0.8462
878266844402110500,0.1388,0.3273,0.2918,0.2421,0.9099,0.0901,0.3178,0.6822
1288547117968117800,0.7509,0.1293,0.072,0.0478,0.3271,0.6729,0.0981,0.9019
41253462,0.0256,0.0839,0.542,0.3485,0.0818,0.9182,0.0815,0.9185
263523685,0.1696,0.1796,0.2169,0.4339,0.8621,0.1379,0.5665,0.4335
21197803,0.0027,0.0195,0.62,0.3578,0.9927,0.0073,0.252,0.748
275268161,0.0402,0.0871,0.5596,0.3132,0.576,0.424,0.0983,0.9017
9.5303021779848806e+17,0.2443,0.087,0.279,0.3896,0.9623,0.0377,0.6347,0.3653
1172875525,0.0219,0.0039,0.2048,0.7694,0.8843,0.1157,0.6697,0.3303
2259792259,0.085,0.1433,0.4742,0.2975,0.723,0.277,0.1215,0.8785
1044663875000504300,0.0099,0.0849,0.5395,0.3657,0.0075,0.9925,0.0426,0.9574
1387956504,0.2482,0.215,0.2824,0.2544,0.7858,0.2142,0.4396,0.5604
29738565,0.0305,0.0738,0.5506,0.3451,0.035,0.965,0.1244,0.8756
875366031140769800,0.0166,0.0159,0.091,0.8765,0.7096,0.2904,0.2086,0.7914
1410592303,0.0042,0.0014,0.0386,0.9558,0.9946,0.0054,0.5718,0.4282
717750294763802600,0.0077,0.0088,0.3162,0.6673,0.0177,0.9823,0.1526,0.8474
1254433531557789700,0.0127,0.0024,0.0508,0.9341,0.6826,0.3174,0.859,0.141
1011333843499044900,0.0204,0.6263,0.1972,0.1561,0.0445,0.9555,0.0091,0.9909
1428230688,0.0011,2e-4,0.0173,0.9814,0.9923,0.0077,0.3559,0.6441
961061369423413200,0.3651,0.2286,0.1265,0.2798,0.8681,0.1319,0.631,0.369
165590224,0.0142,0.1034,0.4036,0.4788,0.034,0.966,0.0371,0.9629
1302178218657554400,0.0857,0.0089,0.1849,0.7204,0.0216,0.9784,0.6773,0.3227
16962099,0.0335,0.0016,0.0298,0.935,0.9475,0.0525,0.9542,0.0458
1023576599063613400,0.0081,0.0236,0.3507,0.6176,0.0676,0.9324,0.0325,0.9675
3302766727,0.0268,0.0077,0.0757,0.8898,0.4457,0.5543,0.7855,0.2145
56174050,0.0444,0.0133,0.1198,0.8225,0.6623,0.3377,0.9354,0.0646
388768730,0.6112,0.0865,0.1376,0.1647,0.2524,0.7476,0.2934,0.7066
891092725017202700,0.0058,0.0012,0.0686,0.9243,0.8796,0.1204,0.6944,0.3056
1472540959,0.2787,0.0579,0.6002,0.0632,0.3484,0.6516,0.1279,0.8721
3189979417,0.1769,0.0131,0.1205,0.6895,0.7217,0.2783,0.8885,0.1115
775778666022252500,0.0241,0.0391,0.4024,0.5344,0.5542,0.4458,0.3175,0.6825
198464696,0.0028,0.0013,0.0236,0.9723,0.8767,0.1233,0.6783,0.3217
506660426,0.0325,0.0327,0.2077,0.7271,0.9447,0.0553,0.3489,0.6511
96262414,0.0523,0.0156,0.0317,0.9003,0.8172,0.1828,0.9388,0.0612
45012542,0.1452,0.1277,0.3411,0.386,0.7222,0.2778,0.1515,0.8485
703694931517378600,0.3484,0.1604,0.3661,0.1252,0.8958,0.1042,0.3515,0.6485
4875114297,0.0231,0.0189,0.2919,0.6661,0.9721,0.0279,0.5051,0.4949
214049965,0.0324,0.0791,0.7092,0.1793,0.024,0.976,0.0725,0.9275
750529837798875100,0.0542,0.0154,0.1535,0.7769,0.7408,0.2592,0.7114,0.2886
964253700075216900,0.022,0.0125,0.5509,0.4146,0.0106,0.9894,0.0589,0.9411
1319635609321918500,0.0083,0.0117,0.2512,0.7287,0.0351,0.9649,0.2878,0.7122
900081424522498e3,0.0648,0.1702,0.6506,0.1144,4e-4,0.9996,0.0052,0.9948
1275313129174585300,0.004,0.005,0.1857,0.8053,0.9761,0.0239,0.3222,0.6778
19948559,0.0082,0.0026,0.0444,0.9447,0.7559,0.2441,0.8297,0.1703
917890623012790300,0.0246,0.0019,0.0925,0.8811,0.5787,0.4213,0.9344,0.0656
778250587326517200,0.0033,0.0136,0.1457,0.8375,1e-4,0.9999,0.0013,0.9987
1183181014899802e3,0.1926,0.0581,0.2267,0.5225,0.1788,0.8212,0.3039,0.6961
32276984,0.1216,0.2289,0.4218,0.2277,0.934,0.066,0.2567,0.7433
1165306314186055700,0.5172,0.199,0.0958,0.188,0.2016,0.7984,0.4508,0.5492
758384899631882200,0.0385,0.1497,0.6009,0.2109,0.8602,0.1398,0.0289,0.9711
818995316661727200,0.0351,0.0205,0.3796,0.5648,0.8532,0.1468,0.53,0.47
964077116433121300,0.2995,0.1034,0.2489,0.3482,0.682,0.318,0.943,0.057
1605925344,0.0044,0.0081,0.14,0.8476,0.9917,0.0083,0.0849,0.9151
533341974,0.0028,0.0576,0.5245,0.4151,0.0106,0.9894,0.0754,0.9246
1047578859015757800,0.0614,0.0475,0.3269,0.5642,0.6764,0.3236,0.6392,0.3608
382691414,0.3527,0.1401,0.1695,0.3378,0.7747,0.2253,0.5267,0.4733
202477453,0.0907,0.0099,0.0344,0.865,0.5893,0.4107,0.9751,0.0249
1228195640,0.4085,0.2701,0.242,0.0794,0.0743,0.9257,0.0714,0.9286
551468787,0.0522,0.1381,0.3421,0.4676,0.9169,0.0831,0.0255,0.9745
102238015,0.4547,0.1996,0.3067,0.039,0.0344,0.9656,0.0766,0.9234
21497493,0.0129,0.0041,0.0148,0.9681,0.4584,0.5416,0.7773,0.2227
922742240442593300,0.5236,0.2996,0.1233,0.0534,0.2148,0.7852,0.1175,0.8825
1005247620799819800,0.1412,0.1154,0.1848,0.5585,0.8839,0.1161,0.8038,0.1962
20856370,0.3765,0.275,0.229,0.1194,0.1711,0.8289,0.0446,0.9554
1301652851740094500,0.0505,0.0062,0.2268,0.7165,0.4324,0.5676,0.6125,0.3875
1084465057466122200,0.8779,0.0881,0.0204,0.0136,0.2101,0.7899,0.0681,0.9319
753745919674384400,0.0225,0.0198,0.3623,0.5954,1,0,6e-4,0.9994
18299467,0.358,0.1866,0.355,0.1004,0.4346,0.5654,0.3189,0.6811
787863502941622300,0.0024,0.002,0.0302,0.9655,0.0021,0.9979,0.3078,0.6922
1236104134408929300,0.0223,0.0266,0.1885,0.7626,0.027,0.973,0.3215,0.6785
159189405,0.3868,0.219,0.2349,0.1593,0.5387,0.4613,0.1865,0.8135
475785724,0.4954,0.2259,0.1264,0.1523,0.7525,0.2475,0.3949,0.6051
2930437504,0.1046,0.0094,0.0415,0.8445,0.6779,0.3221,0.9741,0.0259
17751422,0.0224,0.0086,0.8574,0.1116,0.9994,6e-4,0.0079,0.9921
1190273631009591300,0.1828,0.0426,0.3047,0.4699,0.4775,0.5225,0.3692,0.6308
712270543475515400,0.1082,0.0499,0.2317,0.6103,0.9877,0.0123,0.5826,0.4174
963419833806319600,0.0055,0.0014,0.0293,0.9639,0.9324,0.0676,0.7465,0.2535
29921733,0.0133,0.0258,0.2344,0.7265,0.9976,0.0024,0.2941,0.7059
42921306,0.039,0.0133,0.3312,0.6165,0.0303,0.9697,0.6252,0.3748
278075562,0,0,0.0061,0.9938,0.0154,0.9846,0.6855,0.3145
742063133393489900,0.1264,0.379,0.3503,0.1443,0.9659,0.0341,0.0458,0.9542
25334726,0.0107,0.0644,0.7705,0.1544,0.9931,0.0069,0.0304,0.9696
17999966,0.638,0.1233,0.2097,0.0291,0.0815,0.9185,0.0476,0.9524
229655175,0.0852,0.0829,0.1457,0.6862,0.8536,0.1464,0.2462,0.7538
783500347574743e3,0.71,0.2651,0.0099,0.015,0.7802,0.2198,0.0071,0.9929
1397066096,0.0253,0.0144,0.1014,0.8589,0.9889,0.0111,0.8029,0.1971
906610611815141400,0.0163,0.0251,0.2273,0.7314,0.035,0.965,0.203,0.797
980213739743055900,0.063,0.0296,0.129,0.7784,0.0309,0.9691,0.2147,0.7853
20218885,0.068,0.0688,0.4435,0.4197,0.9893,0.0107,0.2202,0.7798
1559703943,0.0215,0.0064,0.1523,0.8198,0.9779,0.0221,0.6002,0.3998
981966963470688300,0.0707,0.03,0.1509,0.7484,0.0999,0.9001,0.6581,0.3419
2561276234,0.2367,0.3819,0.1891,0.1923,0.0759,0.9241,0.0196,0.9804
1187530310361276400,0.1092,0.0873,0.5171,0.2864,0.7016,0.2984,0.5493,0.4507
1239288514614829e3,3e-4,5e-4,0.076,0.9232,0.9913,0.0087,0.2775,0.7225
1173117798,0.0249,0.0098,0.5584,0.4069,1,0,0.0012,0.9988
18084430,0.002,0.0183,0.6977,0.282,0.0018,0.9982,0.0508,0.9492
3071773184,0.0293,0.0045,0.1945,0.7716,0.0622,0.9378,0.2703,0.7297
28528503,0.0267,0.0254,0.305,0.6429,0.038,0.962,0.4974,0.5026
360887358,0.0035,7e-4,0.0418,0.954,0.9942,0.0058,0.6022,0.3978
2339809627,0.0043,0.0099,0.4632,0.5227,0.0086,0.9914,0.3199,0.6801
472404457,0.2988,0.2385,0.3157,0.147,0.8016,0.1984,0.0609,0.9391
587897579,0.068,0.0909,0.6196,0.2215,0.9912,0.0088,0.1778,0.8222
19028707,0.0791,0.0288,0.2811,0.611,0.6399,0.3601,0.6964,0.3036
704803358062809100,1e-4,4e-4,0.0291,0.9704,0.9995,5e-4,0.2542,0.7458
1260541157874061300,0.21,0.2068,0.4665,0.1167,0.9485,0.0515,0.0638,0.9362
1270531866634879e3,0.0825,0.1572,0.5537,0.2065,0.9847,0.0153,0.1477,0.8523
1242584118669594600,0.0037,0.0114,0.0689,0.916,0.0448,0.9552,0.3066,0.6934
935077172,0.1266,0.0609,0.2872,0.5253,0.0573,0.9427,0.5569,0.4431
1246910309534535700,0.1279,0.0856,0.2598,0.5267,0.9675,0.0325,0.2536,0.7464
66698953,0.0384,0.011,0.21,0.7407,0.0051,0.9949,0.1489,0.8511
381308128,0.3564,0.0264,0.1784,0.4387,0.402,0.598,0.9696,0.0304
1273558332,0.0139,0.0119,0.3048,0.6694,0.0154,0.9846,0.0694,0.9306
278215497,0.0123,0.0014,0.1119,0.8744,0.0029,0.9971,0.3596,0.6404
1299571355294208e3,0.0286,0.0167,0.2082,0.7465,0.0113,0.9887,0.2641,0.7359
8707402,0.0171,0.0109,0.3751,0.597,0.0217,0.9783,0.0986,0.9014
1478138574,0.3012,0.1954,0.2496,0.2538,0.658,0.342,0.1083,0.8917
2169030391,0.161,0.0474,0.7036,0.088,0.9316,0.0684,0.4398,0.5602
3328801557,0.0217,0.0206,0.5394,0.4183,0.7019,0.2981,0.1941,0.8059
3320568104,0.019,0.0878,0.4995,0.3936,0.9815,0.0185,0.078,0.922
320419757,0.0566,0.0549,0.2516,0.6369,0.9875,0.0125,0.2559,0.7441
809233507,0.0513,0.0155,0.1157,0.8175,0.379,0.621,0.9581,0.0419
724407348,0.1345,0.0216,0.1139,0.73,0.4972,0.5028,0.9503,0.0497
1207103088907210800,0.0167,0.2557,0.5391,0.1884,0.0237,0.9763,0.0345,0.9655
244128517,0.0411,0.0118,0.1118,0.8353,0.1134,0.8866,0.8991,0.1009
1140026975026892800,0.0474,0.1106,0.5374,0.3046,0.9834,0.0166,0.1517,0.8483
49534373,0.0098,0.0252,0.3446,0.6204,0.0221,0.9779,0.2412,0.7588
600349816,0.0205,0.0099,0.2169,0.7527,0.7694,0.2306,0.4364,0.5636
80076538,0.0068,8e-4,0.054,0.9383,0.4754,0.5246,0.6606,0.3394
562498873,0.1325,0.2652,0.2469,0.3554,0.0909,0.9091,0.0321,0.9679
3251833699,0.0068,0.003,0.2433,0.7469,0.0024,0.9976,0.2921,0.7079
38614775,0.0729,0.0561,0.2819,0.5891,0.9338,0.0662,0.485,0.515
365553171,0.019,0.0375,0.4997,0.4439,0.9961,0.0039,0.4931,0.5069
2730264319,0.001,0.0044,0.3043,0.6902,0.0167,0.9833,0.4789,0.5211
1234333500993466400,0.0049,0.0025,0.1265,0.8661,0.9993,7e-4,0.5793,0.4207
17074125,0.3749,0.053900000000000003,0.1389,0.4323,0.8986,0.1014,0.5589,0.4411
186318732,0.02,0.0072,0.2598,0.713,0.5806,0.4194,0.7407,0.2593
